VM;Powerstate;Template;SRM Placeholder;Config status;DNS Name;Connection state;Guest state;Heartbeat;Consolidation Needed;PowerOn;Suspend time;Creation date;Change Version;CPUs;Memory;NICs;Disks;Total disk capacity MiB;min Required EVC Mode Key;Latency Sensitivity;EnableUUID;CBT;Primary IP Address;Network #1;Network #2;Network #3;Network #4;Network #5;Network #6;Network #7;Network #8;Num Monitors;Video Ram KiB;Resource pool;Folder ID;Folder;vApp;DAS protection;FT State;FT Role;FT Latency;FT Bandwidth;FT Sec. Latency;Provisioned MiB;In Use MiB;Unshared MiB;HA Restart Priority;HA Isolation Response;HA VM Monitoring;Cluster rule(s);Cluster rule name(s);Boot Required;Boot delay;Boot retry delay;Boot retry enabled;Boot BIOS setup;Reboot PowerOff;EFI Secure boot;Firmware;HW version;HW upgrade status;HW upgrade policy;HW target;Path;Log directory;Snapshot directory;Suspend directory;Annotation;VEEAM_LAST_SUCCESSFUL_BACKUP;Veeam_Backup;Datacenter;Cluster;Host;OS according to the configuration file;OS according to the VMware Tools;VM ID;SMBIOS UUID;VM UUID;VI SDK Server type;VI SDK API Version;VI SDK Server;VI SDK UUID
VICPRDCERTFBE05;poweredOn;False;False;green;VICPRDCERTFBE05.vc-ic.grpsc.net;connected;running;green;False;2025/06/11 22:37:18;;2023/03/17 17:14:32;2025/06/14 10:01:43;2;8 192;1;2;122 880;intel-haswell;normal;True;True;10.120.17.157;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1282;/DC-VIC-00/PA4/PKI;;True;notConfigured;;gray;-1;-1;513 412;196 440;179 968;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] d8901464-70e2-1055-33c9-d4f5ef42c298/VICPRDCERTFBE05.vmx;[Vsan_Datastore] d8901464-70e2-1055-33c9-d4f5ef42c298/;[Vsan_Datastore] d8901464-70e2-1055-33c9-d4f5ef42c298/;[Vsan_Datastore] d8901464-70e2-1055-33c9-d4f5ef42c298/;;"Last backup: [15/06/2025 19:01:40]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx07.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-75037;421accd4-1269-35d3-8f41-0ff9fd9c488f;501a3f25-9fc3-e963-dd48-287de10d8ea8;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDCERTFBE06;poweredOn;False;False;green;VICPRDCERTFBE06.vc-ic.grpsc.net;connected;running;green;False;2025/06/11 21:44:46;;2024/04/25 14:58:14;2025/06/14 10:01:38;2;8 192;1;2;122 880;intel-haswell;normal;True;True;10.120.17.100;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1282;/DC-VIC-00/PA4/PKI;;True;notConfigured;;gray;-1;-1;512 116;148 856;136 368;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 5e522a66-0058-f335-e6eb-d4f5ef42b838/VICPRDCERTFBE06.vmx;[Vsan_Datastore] 5e522a66-0058-f335-e6eb-d4f5ef42b838/;[Vsan_Datastore] 5e522a66-0058-f335-e6eb-d4f5ef42b838/;[Vsan_Datastore] 5e522a66-0058-f335-e6eb-d4f5ef42b838/;;"Last backup: [15/06/2025 19:01:27]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx06.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-120760;421abb9f-cb21-3f88-7000-6bca89526642;501a6184-2e57-c028-baa8-d5237222a8ec;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDCERTWKG01;poweredOn;False;False;green;VICPRDCERTWKG01;connected;running;green;False;2025/02/09 09:24:26;;2021/10/13 14:25:30;2025/06/14 10:01:43;1;4 096;1;2;56 320;intel-haswell;normal;True;True;10.120.17.156;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1282;/DC-VIC-00/PA4/PKI;;True;notConfigured;;gray;-1;-1;238 628;120 384;111 048;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;bios;14;none;never;;[Vsan_Datastore] 3ad06661-86b0-6b43-f176-d4f5ef33a2e0/VICPRDCERTWKG01.vmx;[Vsan_Datastore] 3ad06661-86b0-6b43-f176-d4f5ef33a2e0/;[Vsan_Datastore] 3ad06661-86b0-6b43-f176-d4f5ef33a2e0/;[Vsan_Datastore] 3ad06661-86b0-6b43-f176-d4f5ef33a2e0/;Ancien Serveur PKI - ROOT;"Last backup: [15/06/2025 19:01:27]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx03.vc-ic.grpsc.net;Microsoft Windows 8.x (64-bit);Microsoft Windows Server 2012 (64-bit);vm-31583;421a9bf9-f613-47d7-fa50-f34451020dc3;501a311b-e314-7322-7829-4959568f0ab1;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDCERTWKG02;poweredOff;False;False;green;;connected;notRunning;gray;False;;;2021/07/28 12:14:22;2025/06/14 13:03:59;2;8 192;1;2;122 880;;normal;True;True;;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1357;/DC-VIC-00/PA3/PKI;;;notConfigured;;gray;-1;-1;508 345;101 220;93 216;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 742d0161-e0a8-2bea-edd7-d4f5ef33bf20/VICPRDCERTWKG02.vmx;[Vsan_Datastore] 742d0161-e0a8-2bea-edd7-d4f5ef33bf20/;[Vsan_Datastore] 742d0161-e0a8-2bea-edd7-d4f5ef33bf20/;[Vsan_Datastore] 742d0161-e0a8-2bea-edd7-d4f5ef33bf20/;PKI Root;"Last backup: [15/06/2025 21:22:18]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx02.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);;vm-26843;421a361e-b1dc-8f5b-c7af-905b952ab575;501a6126-1bda-2ea1-edc7-40fcb5adfc8a;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDCHMKFBE04;poweredOn;False;False;green;vicprdchmkfbe04;connected;running;green;False;2025/05/21 09:13:57;;2020/06/08 21:31:11;2025/06/15 07:35:48;4;8 192;1;2;106 496;intel-haswell;normal;;True;10.120.16.20;VIC-E-INF-TIER0-SERVICES;;;;;;;;1;4 096;/DC-VIC-00/VIC-PRD-00/Resources;group-v13;/DC-VIC-00/PA3/Infrastructure;;True;notConfigured;;gray;-1;-1;645 732;386 704;175 064;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;bios;8;none;never;;[Vsan_Datastore] dcadc760-f014-1e4c-4be2-d4f5ef33bf20/VICPRDCHMKFBE04.vmx;[Vsan_Datastore] dcadc760-f014-1e4c-4be2-d4f5ef33bf20/;[Vsan_Datastore] dcadc760-f014-1e4c-4be2-d4f5ef33bf20/;[Vsan_Datastore] dcadc760-f014-1e4c-4be2-d4f5ef33bf20/;;"Last backup: [15/06/2025 21:38:25]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx06.vc-ic.grpsc.net;Other (64-bit);Debian GNU/Linux 12 (64-bit);vm-333;421add00-15c6-4262-de2f-5ce20d1fd30d;501a1aec-e257-0c1a-5264-6639c7d36a24;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDDST0ADM02;poweredOn;False;False;green;VICPRDDST0ADM02.vc-ic.grpsc.net;connected;running;green;False;2024/10/10 12:25:58;;2024/09/17 10:03:33;2025/06/14 13:04:07;4;12 288;1;1;102 400;intel-haswell;normal;True;True;10.120.16.123;VIC-E-INF-TIER0-SERVICES;;;;;;;;1;4 096;/DC-VIC-00/VIC-PRD-00/Resources;group-v1252;/DC-VIC-00/PA4/Infrastructure;;True;notConfigured;;gray;-1;-1;430 116;417 072;408 760;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;True;efi;19;none;never;;[Vsan_Datastore] 6037e966-52cf-ba48-0792-d4f5ef42a9f8/VICPRDDST0ADM02.vmx;[Vsan_Datastore] 6037e966-52cf-ba48-0792-d4f5ef42a9f8/;[Vsan_Datastore] 6037e966-52cf-ba48-0792-d4f5ef42a9f8/;[Vsan_Datastore] 6037e966-52cf-ba48-0792-d4f5ef42a9f8/;;"Last backup: [15/06/2025 19:01:41]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx03.vc-ic.grpsc.net;Microsoft Windows Server 2016 (64-bit);Microsoft Windows Server 2022 (64-bit);vm-138274;421ad96b-628e-c3e3-5270-82c11888d170;501a4d64-93d4-caca-a2d1-fea83304d81a;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDDSTOADM01;poweredOn;False;False;green;VICPRDDST0ADM01.vc-ic.grpsc.net;connected;running;green;False;2025/05/27 03:11:48;;2020/07/04 12:10:31;2025/06/14 10:02:11;4;8 192;1;2;204 800;intel-haswell;normal;True;True;10.120.16.120;VIC-E-INF-TIER0-SERVICES;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1252;/DC-VIC-00/PA4/Infrastructure;;True;notConfigured;;gray;-1;-1;840 504;288 236;275 040;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 01aec760-fe75-e5df-221d-d4f5ef332ca0/VICPRDDSTOADM01.vmx;[Vsan_Datastore] 01aec760-fe75-e5df-221d-d4f5ef332ca0/;[Vsan_Datastore] 01aec760-fe75-e5df-221d-d4f5ef332ca0/;[Vsan_Datastore] 01aec760-fe75-e5df-221d-d4f5ef332ca0/;;"Last backup: [15/06/2025 19:06:02]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx03.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-2075;421aa276-0b73-5fcf-5ec8-4af78e1a39a0;501aa367-91f2-4d87-e162-ce11dcb28e42;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDFILEAPP01;poweredOn;False;False;green;VICPRDFILEAPP01.vc-ic.grpsc.net;connected;running;green;False;2025/05/31 22:16:39;;2020/09/14 11:11:14;2025/06/14 10:02:05;4;8 192;1;2;307 200;intel-haswell;normal;True;True;10.120.16.15;VIC-E-INF-TIER0-SERVICES;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1252;/DC-VIC-00/PA4/Infrastructure;;True;notConfigured;;gray;-1;-1;1 255 208;698 124;671 716;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 987ec760-74f2-31fa-0839-d4f5ef3318a0/VICPRDPSHLAPP03.vmx;[Vsan_Datastore] 987ec760-74f2-31fa-0839-d4f5ef3318a0/;[Vsan_Datastore] 987ec760-74f2-31fa-0839-d4f5ef3318a0/;[Vsan_Datastore] 987ec760-74f2-31fa-0839-d4f5ef3318a0/;Filer PED;"Last backup: [15/06/2025 19:06:37]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx07.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-7043;421a2b9f-110e-36f4-b543-e4f2db89bdbf;501a8132-67e8-d558-ea1f-c1eec9fc26ef;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDINFRADM01;poweredOn;False;False;green;VICPRDINFRADM01.vc-ic.grpsc.net;connected;running;green;False;2025/06/11 09:45:17;;2024/12/19 13:38:37;2025/06/14 14:48:20;4;8 192;1;1;512 000;intel-haswell;normal;True;True;10.120.16.145;VIC-E-INF-TIER0-SERVICES;;;;;;;;1;4 096;/DC-VIC-00/VIC-PRD-00/Resources;group-v13;/DC-VIC-00/PA3/Infrastructure;;True;notConfigured;;gray;-1;-1;2 065 636;507 364;497 836;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;True;efi;19;none;never;;[Vsan_Datastore] 7c136467-8ac3-1ad9-4f0c-d4f5ef42c298/VICPRDINFRADM01.vmx;[Vsan_Datastore] 7c136467-8ac3-1ad9-4f0c-d4f5ef42c298/;[Vsan_Datastore] 7c136467-8ac3-1ad9-4f0c-d4f5ef42c298/;[Vsan_Datastore] 7c136467-8ac3-1ad9-4f0c-d4f5ef42c298/;Machine d'administration -Private Cloud;"Last backup: [15/06/2025 21:27:21]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx03.vc-ic.grpsc.net;Microsoft Windows Server 2016 (64-bit);Microsoft Windows Server 2022 (64-bit);vm-150688;421a0251-df34-fe4e-2223-c1f2c0676687;501a2e8c-5e03-7998-e4ba-696dd2aa87a7;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDINFRAPP11;poweredOn;False;False;green;VICPRDINFRAPP11;connected;running;green;False;2025/03/12 18:30:10;;2021/06/17 09:57:11;2025/06/14 10:01:44;4;8 192;1;1;102 400;intel-haswell;normal;True;True;10.120.17.127;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1282;/DC-VIC-00/PA4/PKI;;True;notConfigured;;gray;-1;-1;427 908;183 612;173 412;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] cbffca60-8e89-0e83-a257-d4f5ef33c500/VICPRDINFRAPP11.vmx;[Vsan_Datastore] cbffca60-8e89-0e83-a257-d4f5ef33c500/;[Vsan_Datastore] cbffca60-8e89-0e83-a257-d4f5ef33c500/;[Vsan_Datastore] cbffca60-8e89-0e83-a257-d4f5ef33c500/;;"Last backup: [15/06/2025 19:01:40]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx07.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-24274;421a05fb-7c16-e3e8-e2a6-a2e6735f795e;501add4e-138e-196b-25aa-6068c26bdaac;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDINFRAPP12;poweredOn;False;False;green;VICPRDINFRAPP12;connected;running;green;False;2025/03/12 18:38:09;;2021/06/17 10:01:54;2025/06/14 13:01:42;4;8 192;1;1;102 400;intel-haswell;normal;True;True;10.120.17.128;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1357;/DC-VIC-00/PA3/PKI;;True;notConfigured;;gray;-1;-1;428 300;180 128;169 536;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] dc00cb60-caab-bdff-fda8-d4f5ef335320/VICPRDINFRAPP12.vmx;[Vsan_Datastore] dc00cb60-caab-bdff-fda8-d4f5ef335320/;[Vsan_Datastore] dc00cb60-caab-bdff-fda8-d4f5ef335320/;[Vsan_Datastore] dc00cb60-caab-bdff-fda8-d4f5ef335320/;;"Last backup: [15/06/2025 21:19:58]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx06.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-24275;421ae29e-a548-479e-ef21-48186cbaabb2;501a8d0b-5ae1-f3f7-35e0-23646df41f35;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDINFRLIC02;poweredOn;False;False;green;VICPRDINFRLIC02.vc-ic.grpsc.net;connected;running;green;False;2025/06/11 03:50:46;;2023/04/24 15:09:57;2025/06/15 08:03:34;2;4 096;1;2;122 880;intel-haswell;normal;True;True;10.120.16.126;VIC-E-INF-TIER0-SERVICES;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v13;/DC-VIC-00/PA3/Infrastructure;;True;notConfigured;;gray;-1;-1;509 092;145 616;132 056;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] d07e4664-8c69-db49-c993-d4f5ef42b5e8/VICPRDINFRLIC02.vmx;[Vsan_Datastore] d07e4664-8c69-db49-c993-d4f5ef42b5e8/;[Vsan_Datastore] d07e4664-8c69-db49-c993-d4f5ef42b5e8/;[Vsan_Datastore] d07e4664-8c69-db49-c993-d4f5ef42b5e8/;;"Last backup: [15/06/2025 21:28:51]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx01.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-78685;421a73b6-65c6-e209-3546-bd4a8d101e12;501a5b7d-df11-3461-b328-c77eff5a31b6;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDINFRLIC03;poweredOn;False;False;green;VICPRDINFRLIC03.vc-ic.grpsc.net;connected;running;green;False;2025/06/11 13:05:09;;2024/10/08 15:06:50;2025/06/14 13:06:00;4;8 192;1;1;102 400;intel-haswell;normal;True;True;10.120.16.127;VIC-E-INF-TIER0-SERVICES;;;;;;;;1;4 096;/DC-VIC-00/VIC-PRD-00/Resources;group-v1252;/DC-VIC-00/PA4/Infrastructure;;True;notConfigured;;gray;-1;-1;425 100;115 496;108 104;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;True;efi;19;none;never;;[Vsan_Datastore] 1b2e0567-5e73-43d3-4831-d4f5ef42b17c/VICPRDINFRLIC03.vmx;[Vsan_Datastore] 1b2e0567-5e73-43d3-4831-d4f5ef42b17c/;[Vsan_Datastore] 1b2e0567-5e73-43d3-4831-d4f5ef42b17c/;[Vsan_Datastore] 1b2e0567-5e73-43d3-4831-d4f5ef42b17c/;;"Last backup: [15/06/2025 19:01:45]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx03.vc-ic.grpsc.net;Microsoft Windows Server 2016 (64-bit);Microsoft Windows Server 2022 (64-bit);vm-141835;421a3178-eb3c-5c09-e5dc-3b0d01f70062;501abe70-7524-371a-7f3e-3a364a345971;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDMEPPPRX01;poweredOn;False;False;green;VICPRDMEPPPRX01.vc-ic.grpsc.net;connected;running;green;False;2025/06/11 03:58:14;;2024/02/21 10:57:16;2025/06/14 14:52:06;2;8 192;1;1;102 400;intel-haswell;normal;True;True;10.120.16.90;VIC-E-INF-TIER0-SERVICES;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v13;/DC-VIC-00/PA3/Infrastructure;;True;notConfigured;;gray;-1;-1;428 804;142 496;131 400;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 73c8d565-8ed3-ef86-47df-d4f5ef42a9f8/VICPRDMEPPPRX01.vmx;[Vsan_Datastore] 73c8d565-8ed3-ef86-47df-d4f5ef42a9f8/;[Vsan_Datastore] 73c8d565-8ed3-ef86-47df-d4f5ef42a9f8/;[Vsan_Datastore] 73c8d565-8ed3-ef86-47df-d4f5ef42a9f8/;Serveur Microsoft Entra Password Protection Proxy Demandeur : Fred Auroque;"Last backup: [15/06/2025 21:27:23]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx03.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-109846;421ad605-f7f6-fef0-fefd-489783dda8ca;501a7a6d-1df9-8be0-c147-17c87a223d9e;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDMEPPPRX02;poweredOn;False;False;green;VICPRDMEPPPRX02.vc-ic.grpsc.net;connected;running;green;False;2025/06/11 03:56:55;;2024/02/21 11:20:39;2025/06/14 11:28:56;2;8 192;1;1;102 400;intel-haswell;normal;True;True;10.120.16.91;VIC-E-INF-TIER0-SERVICES;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1252;/DC-VIC-00/PA4/Infrastructure;;True;notConfigured;;gray;-1;-1;427 044;138 188;128 852;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] f5cdd565-82e4-6a21-1f52-d4f5ef42b208/VICPRDMEPPPRX02.vmx;[Vsan_Datastore] f5cdd565-82e4-6a21-1f52-d4f5ef42b208/;[Vsan_Datastore] f5cdd565-82e4-6a21-1f52-d4f5ef42b208/;[Vsan_Datastore] f5cdd565-82e4-6a21-1f52-d4f5ef42b208/;Serveur Microsoft Entra Password Protection Proxy Demandeur : Fred Auroque;"Last backup: [15/06/2025 19:04:26]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx06.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-109847;421a77b1-7df4-c3ef-6bca-080622256234;501a780f-13e2-15a8-386f-41fcb1091141;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDMMDTFBE01;poweredOn;False;False;green;vicprdmmdtfbe01.vc-ic.grpsc.net;connected;running;green;False;2025/05/27 03:29:08;;2020/06/26 20:12:55;2025/06/14 11:48:47;2;8 192;1;2;409 600;intel-haswell;normal;True;True;10.120.16.110;VIC-E-INF-TIER0-SERVICES;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1252;/DC-VIC-00/PA4/Infrastructure;;True;notConfigured;;gray;-1;-1;1 658 852;1 286 876;1 270 804;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] c67ec760-3255-793a-9420-d4f5ef335320/VICPRDMMDTFBE01.vmx;[Vsan_Datastore] c67ec760-3255-793a-9420-d4f5ef335320/;[Vsan_Datastore] c67ec760-3255-793a-9420-d4f5ef335320/;[Vsan_Datastore] c67ec760-3255-793a-9420-d4f5ef335320/;;"Last backup: [15/06/2025 19:07:12]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx05.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1337;421a961b-2205-6b80-7dc4-b8c93de82b62;501a5430-eb1f-f250-2fb5-e38419676c9a;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDSCANFBE01;poweredOn;False;False;green;VICPRDSCANFBE01.vc-ic.grpsc.net;connected;running;green;False;2025/05/27 02:59:08;;2021/09/10 16:19:34;2025/06/14 10:02:03;4;16 384;1;2;1 150 976;intel-haswell;normal;True;True;10.120.16.11;VIC-E-INF-TIER0-SERVICES;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1252;/DC-VIC-00/PA4/Infrastructure;;True;notConfigured;;gray;-1;-1;4 634 332;258 280;237 176;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] df683b61-d00e-5c8c-83c0-d4f5ef335320/VICPRDSCANFBE01.vmx;[Vsan_Datastore] df683b61-d00e-5c8c-83c0-d4f5ef335320/;[Vsan_Datastore] df683b61-d00e-5c8c-83c0-d4f5ef335320/;[Vsan_Datastore] df683b61-d00e-5c8c-83c0-d4f5ef335320/;Solution de scan de vulnérabilités Rapid7 InsightVM.;"Last backup: [15/06/2025 19:01:45]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx05.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-29477;421ab399-465b-772f-f5bc-bc27d71945e5;501a1d17-d683-7174-937b-f2ee347381f6;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
